number,source,time,year,month,day,hour,lat,lon,wind,pressure,status,condition,devflag
100002,2,1982-01-06 00:00:00,1982,1,6,0,-12.7,102.9,20.0,0.0,-48.0,1.0,1
100002,2,1982-01-06 03:00:00,1982,1,6,3,-12.7,102.7,23.0,0.0,-45.0,1.0,1
100002,2,1982-01-06 06:00:00,1982,1,6,6,-12.7,102.4,25.0,0.0,-42.0,1.0,1
100002,2,1982-01-06 09:00:00,1982,1,6,9,-12.7,102.1,25.0,0.0,-39.0,1.0,1
100002,2,1982-01-06 12:00:00,1982,1,6,12,-12.8,101.8,25.0,0.0,-36.0,1.0,1
100002,2,1982-01-06 15:00:00,1982,1,6,15,-12.8,101.5,25.0,0.0,-33.0,1.0,1
100002,2,1982-01-06 18:00:00,1982,1,6,18,-12.9,101.2,25.0,0.0,-30.0,1.0,1
100002,2,1982-01-06 21:00:00,1982,1,6,21,-12.9,100.8,25.0,0.0,-27.0,1.0,1
100002,2,1982-01-07 00:00:00,1982,1,7,0,-13.0,100.4,25.0,0.0,-24.0,1.0,1
100002,2,1982-01-07 03:00:00,1982,1,7,3,-13.1,99.8,25.0,0.0,-21.0,1.0,1
100002,2,1982-01-07 06:00:00,1982,1,7,6,-13.2,99.2,25.0,0.0,-18.0,1.0,1
100002,2,1982-01-07 09:00:00,1982,1,7,9,-13.3,98.5,28.0,0.0,-15.0,1.0,1
100002,2,1982-01-07 12:00:00,1982,1,7,12,-13.4,97.9,30.0,0.0,-12.0,1.0,1
100002,2,1982-01-07 15:00:00,1982,1,7,15,-13.5,97.3,30.0,0.0,-9.0,1.0,1
100002,2,1982-01-07 18:00:00,1982,1,7,18,-13.6,96.7,30.0,0.0,-6.0,1.0,1
100002,2,1982-01-07 21:00:00,1982,1,7,21,-13.7,96.1,33.0,0.0,-3.0,1.0,1
100003,2,1982-01-11 12:00:00,1982,1,11,12,-7.9,93.5,20.0,0.0,-42.0,1.0,1
100003,2,1982-01-11 15:00:00,1982,1,11,15,-7.8,93.7,20.0,0.0,-39.0,1.0,1
100003,2,1982-01-11 18:00:00,1982,1,11,18,-7.7,93.9,20.0,0.0,-36.0,1.0,1
100003,2,1982-01-11 21:00:00,1982,1,11,21,-7.7,94.1,23.0,0.0,-33.0,1.0,1
100003,2,1982-01-12 00:00:00,1982,1,12,0,-7.7,94.2,25.0,0.0,-30.0,1.0,1
100003,2,1982-01-12 03:00:00,1982,1,12,3,-7.8,94.4,25.0,0.0,-27.0,1.0,1
100003,2,1982-01-12 06:00:00,1982,1,12,6,-7.9,94.6,25.0,0.0,-24.0,1.0,1
100003,2,1982-01-12 09:00:00,1982,1,12,9,-8.0,94.7,28.0,0.0,-21.0,1.0,1
100003,2,1982-01-12 12:00:00,1982,1,12,12,-8.1,94.8,30.0,0.0,-18.0,1.0,1
100003,2,1982-01-12 15:00:00,1982,1,12,15,-8.2,94.8,30.0,0.0,-15.0,1.0,1
100003,2,1982-01-12 18:00:00,1982,1,12,18,-8.4,94.8,30.0,0.0,-12.0,1.0,1
100003,2,1982-01-12 21:00:00,1982,1,12,21,-8.6,94.8,30.0,0.0,-9.0,1.0,1
100003,2,1982-01-13 00:00:00,1982,1,13,0,-8.7,94.9,30.0,0.0,-6.0,1.0,1
100003,2,1982-01-13 03:00:00,1982,1,13,3,-8.8,94.9,33.0,0.0,-3.0,1.0,1
100004,2,1982-01-14 18:00:00,1982,1,14,18,-11.7,132.3,25.0,0.0,-36.0,1.0,1
100004,2,1982-01-14 21:00:00,1982,1,14,21,-12.0,132.4,25.0,0.0,-33.0,1.0,1
100004,2,1982-01-15 00:00:00,1982,1,15,0,-12.3,132.4,25.0,0.0,-30.0,1.0,1
100004,2,1982-01-15 03:00:00,1982,1,15,3,-12.6,132.3,25.0,0.0,-27.0,1.0,1
100004,2,1982-01-15 06:00:00,1982,1,15,6,-12.9,132.1,25.0,0.0,-24.0,1.0,1
100004,2,1982-01-15 09:00:00,1982,1,15,9,-13.2,131.8,25.0,0.0,-21.0,1.0,1
100004,2,1982-01-15 12:00:00,1982,1,15,12,-13.5,131.4,25.0,0.0,-18.0,1.0,1
100004,2,1982-01-15 15:00:00,1982,1,15,15,-13.8,130.9,28.0,0.0,-15.0,1.0,1
100004,2,1982-01-15 18:00:00,1982,1,15,18,-14.1,130.4,30.0,0.0,-12.0,1.0,1
100004,2,1982-01-15 21:00:00,1982,1,15,21,-14.4,129.9,30.0,0.0,-9.0,1.0,1
100004,2,1982-01-16 00:00:00,1982,1,16,0,-14.6,129.3,30.0,0.0,-6.0,1.0,1
100004,2,1982-01-16 03:00:00,1982,1,16,3,-14.9,128.8,33.0,0.0,-3.0,1.0,1
100005,2,1982-01-13 06:00:00,1982,1,13,6,-13.0,114.1,30.0,0.0,-12.0,1.0,1
100005,2,1982-01-13 09:00:00,1982,1,13,9,-13.0,114.0,30.0,0.0,-9.0,1.0,1
100005,2,1982-01-13 12:00:00,1982,1,13,12,-13.0,113.9,30.0,0.0,-6.0,1.0,1
100005,2,1982-01-13 15:00:00,1982,1,13,15,-13.0,113.8,33.0,0.0,-3.0,1.0,1
100006,2,1982-01-25 18:00:00,1982,1,25,18,-18.0,154.1,25.0,0.0,-24.0,1.0,1
100006,2,1982-01-25 21:00:00,1982,1,25,21,-18.6,154.4,25.0,0.0,-21.0,1.0,1
100006,2,1982-01-26 00:00:00,1982,1,26,0,-19.1,154.8,25.0,0.0,-18.0,1.0,1
100006,2,1982-01-26 03:00:00,1982,1,26,3,-19.5,155.2,25.0,0.0,-15.0,1.0,1
100006,2,1982-01-26 06:00:00,1982,1,26,6,-19.7,155.7,25.0,0.0,-12.0,1.0,1
100006,2,1982-01-26 09:00:00,1982,1,26,9,-19.8,156.2,28.0,0.0,-9.0,1.0,1
100006,2,1982-01-26 12:00:00,1982,1,26,12,-19.9,156.7,30.0,0.0,-6.0,1.0,1
100006,2,1982-01-26 15:00:00,1982,1,26,15,-20.0,157.3,33.0,0.0,-3.0,1.0,1
100007,2,1982-01-25 18:00:00,1982,1,25,18,-16.9,173.2,25.0,0.0,-18.0,1.0,1
100007,2,1982-01-25 21:00:00,1982,1,25,21,-17.0,173.2,25.0,0.0,-15.0,1.0,1
100007,2,1982-01-26 00:00:00,1982,1,26,0,-17.1,173.2,25.0,0.0,-12.0,1.0,1
100007,2,1982-01-26 03:00:00,1982,1,26,3,-17.2,173.2,28.0,0.0,-9.0,1.0,1
100007,2,1982-01-26 06:00:00,1982,1,26,6,-17.3,173.3,30.0,0.0,-6.0,1.0,1
100007,2,1982-01-26 09:00:00,1982,1,26,9,-17.4,173.4,33.0,0.0,-3.0,1.0,1
100008,2,1982-01-30 18:00:00,1982,1,30,18,-18.8,122.2,25.0,0.0,-36.0,1.0,1
100008,2,1982-01-30 21:00:00,1982,1,30,21,-19.0,122.3,25.0,0.0,-33.0,1.0,1
100008,2,1982-01-31 00:00:00,1982,1,31,0,-19.1,122.3,25.0,0.0,-30.0,1.0,1
100008,2,1982-01-31 03:00:00,1982,1,31,3,-19.2,122.2,25.0,0.0,-27.0,1.0,1
100008,2,1982-01-31 06:00:00,1982,1,31,6,-19.4,121.9,25.0,0.0,-24.0,1.0,1
100008,2,1982-01-31 09:00:00,1982,1,31,9,-19.5,121.4,25.0,0.0,-21.0,1.0,1
100008,2,1982-01-31 12:00:00,1982,1,31,12,-19.7,120.8,25.0,0.0,-18.0,1.0,1
100008,2,1982-01-31 15:00:00,1982,1,31,15,-19.9,120.3,28.0,0.0,-15.0,1.0,1
100008,2,1982-01-31 18:00:00,1982,1,31,18,-20.1,119.8,30.0,0.0,-12.0,1.0,1
100008,2,1982-01-31 21:00:00,1982,1,31,21,-20.3,119.5,30.0,0.0,-9.0,1.0,1
100008,2,1982-02-01 00:00:00,1982,2,1,0,-20.5,119.2,30.0,0.0,-6.0,1.0,1
100008,2,1982-02-01 03:00:00,1982,2,1,3,-20.7,118.9,33.0,0.0,-3.0,1.0,1
100009,2,1982-01-30 00:00:00,1982,1,30,0,-15.0,65.2,20.0,0.0,-48.0,1.0,1
100009,2,1982-01-30 03:00:00,1982,1,30,3,-15.0,64.9,20.0,0.0,-45.0,1.0,1
100009,2,1982-01-30 06:00:00,1982,1,30,6,-15.1,64.5,20.0,0.0,-42.0,1.0,1
100009,2,1982-01-30 09:00:00,1982,1,30,9,-15.2,64.0,23.0,0.0,-39.0,1.0,1
100009,2,1982-01-30 12:00:00,1982,1,30,12,-15.3,63.5,25.0,0.0,-36.0,1.0,1
100009,2,1982-01-30 15:00:00,1982,1,30,15,-15.4,62.9,25.0,0.0,-33.0,1.0,1
100009,2,1982-01-30 18:00:00,1982,1,30,18,-15.5,62.2,25.0,0.0,-30.0,1.0,1
100009,2,1982-01-30 21:00:00,1982,1,30,21,-15.6,61.5,28.0,0.0,-27.0,1.0,1
100009,2,1982-01-31 00:00:00,1982,1,31,0,-15.8,60.9,30.0,0.0,-24.0,1.0,1
100009,2,1982-01-31 03:00:00,1982,1,31,3,-15.9,60.3,30.0,0.0,-21.0,1.0,1
100009,2,1982-01-31 06:00:00,1982,1,31,6,-16.0,59.7,30.0,0.0,-18.0,1.0,1
100009,2,1982-01-31 09:00:00,1982,1,31,9,-16.1,59.1,30.0,0.0,-15.0,1.0,1
100009,2,1982-01-31 12:00:00,1982,1,31,12,-16.2,58.5,30.0,0.0,-12.0,1.0,1
100009,2,1982-01-31 15:00:00,1982,1,31,15,-16.3,57.9,30.0,0.0,-9.0,1.0,1
100009,2,1982-01-31 18:00:00,1982,1,31,18,-16.5,57.3,30.0,0.0,-6.0,1.0,1
100009,2,1982-01-31 21:00:00,1982,1,31,21,-16.6,56.7,33.0,0.0,-3.0,1.0,1
100011,2,1982-02-14 06:00:00,1982,2,14,6,-11.6,108.2,20.0,0.0,-48.0,1.0,1
100011,2,1982-02-14 09:00:00,1982,2,14,9,-11.8,108.5,23.0,0.0,-45.0,1.0,1
100011,2,1982-02-14 12:00:00,1982,2,14,12,-11.9,108.8,25.0,0.0,-42.0,1.0,1
100011,2,1982-02-14 15:00:00,1982,2,14,15,-12.0,109.1,25.0,0.0,-39.0,1.0,1
100011,2,1982-02-14 18:00:00,1982,2,14,18,-12.1,109.4,25.0,0.0,-36.0,1.0,1
100011,2,1982-02-14 21:00:00,1982,2,14,21,-12.2,109.7,25.0,0.0,-33.0,1.0,1
100011,2,1982-02-15 00:00:00,1982,2,15,0,-12.3,110.0,25.0,0.0,-30.0,1.0,1
100011,2,1982-02-15 03:00:00,1982,2,15,3,-12.4,110.3,25.0,0.0,-27.0,1.0,1
100011,2,1982-02-15 06:00:00,1982,2,15,6,-12.5,110.5,25.0,0.0,-24.0,1.0,1
100011,2,1982-02-15 09:00:00,1982,2,15,9,-12.6,110.8,25.0,0.0,-21.0,1.0,1
100011,2,1982-02-15 12:00:00,1982,2,15,12,-12.8,111.0,25.0,0.0,-18.0,1.0,1
100011,2,1982-02-15 15:00:00,1982,2,15,15,-12.9,111.2,28.0,0.0,-15.0,1.0,1
100011,2,1982-02-15 18:00:00,1982,2,15,18,-13.1,111.3,30.0,0.0,-12.0,1.0,1
100011,2,1982-02-15 21:00:00,1982,2,15,21,-13.3,111.4,30.0,0.0,-9.0,1.0,1
100011,2,1982-02-16 00:00:00,1982,2,16,0,-13.5,111.5,30.0,0.0,-6.0,1.0,1
100011,2,1982-02-16 03:00:00,1982,2,16,3,-13.7,111.5,33.0,0.0,-3.0,1.0,1
100012,2,1982-02-26 18:00:00,1982,2,26,18,-16.6,112.3,25.0,0.0,-24.0,1.0,1
100012,2,1982-02-26 21:00:00,1982,2,26,21,-16.8,111.9,25.0,0.0,-21.0,1.0,1
100012,2,1982-02-27 00:00:00,1982,2,27,0,-16.9,111.5,25.0,0.0,-18.0,1.0,1
100012,2,1982-02-27 03:00:00,1982,2,27,3,-17.0,111.3,28.0,0.0,-15.0,1.0,1
100012,2,1982-02-27 06:00:00,1982,2,27,6,-17.0,111.2,30.0,0.0,-12.0,1.0,1
100012,2,1982-02-27 09:00:00,1982,2,27,9,-16.9,111.2,30.0,0.0,-9.0,1.0,1
100012,2,1982-02-27 12:00:00,1982,2,27,12,-16.7,111.3,30.0,0.0,-6.0,1.0,1
100012,2,1982-02-27 15:00:00,1982,2,27,15,-16.5,111.4,33.0,0.0,-3.0,1.0,1
100013,1,1982-02-22 06:00:00,1982,2,22,6,-21.8,36.3,0.0,0.0,-24.0,1.0,1
100013,1,1982-02-22 09:00:00,1982,2,22,9,-22.0,36.2,0.0,0.0,-21.0,1.0,1
100013,2,1982-02-22 12:00:00,1982,2,22,12,-22.6,36.2,25.0,0.0,-18.0,1.0,1
100013,2,1982-02-22 15:00:00,1982,2,22,15,-23.1,36.4,25.0,0.0,-15.0,1.0,1
100013,2,1982-02-22 18:00:00,1982,2,22,18,-23.5,36.6,25.0,0.0,-12.0,1.0,1
100013,2,1982-02-22 21:00:00,1982,2,22,21,-23.8,36.9,28.0,0.0,-9.0,1.0,1
100013,2,1982-02-23 00:00:00,1982,2,23,0,-24.1,37.4,30.0,0.0,-6.0,1.0,1
100013,2,1982-02-23 03:00:00,1982,2,23,3,-24.3,38.0,33.0,0.0,-3.0,1.0,1
100015,1,1982-03-12 03:00:00,1982,3,12,3,-1.1,164.0,0.0,0.0,-81.0,1.0,1
100015,1,1982-03-12 06:00:00,1982,3,12,6,-0.8,163.8,0.0,0.0,-78.0,1.0,1
100015,1,1982-03-12 09:00:00,1982,3,12,9,0.1,163.6,0.0,0.0,-75.0,1.0,1
100015,1,1982-03-12 12:00:00,1982,3,12,12,0.0,162.7,0.0,0.0,-72.0,1.0,1
100015,1,1982-03-12 15:00:00,1982,3,12,15,-0.1,161.9,0.0,0.0,-69.0,1.0,1
100015,1,1982-03-12 18:00:00,1982,3,12,18,-0.2,161.0,0.0,0.0,-66.0,1.0,1
100015,1,1982-03-12 21:00:00,1982,3,12,21,-0.3,160.1,0.0,0.0,-63.0,1.0,1
100015,1,1982-03-13 00:00:00,1982,3,13,0,1.2,160.8,0.0,0.0,-60.0,1.0,1
100015,1,1982-03-13 03:00:00,1982,3,13,3,1.7,160.5,0.0,0.0,-57.0,1.0,1
100015,1,1982-03-13 06:00:00,1982,3,13,6,2.2,160.2,0.0,0.0,-54.0,1.0,1
100015,1,1982-03-13 09:00:00,1982,3,13,9,2.6,159.9,0.0,0.0,-51.0,1.0,1
100015,1,1982-03-13 12:00:00,1982,3,13,12,3.1,159.6,0.0,0.0,-48.0,1.0,1
100015,1,1982-03-13 15:00:00,1982,3,13,15,3.4,156.4,0.0,0.0,-45.0,1.0,1
100015,1,1982-03-13 18:00:00,1982,3,13,18,4.1,155.4,0.0,0.0,-42.0,1.0,1
100015,1,1982-03-13 21:00:00,1982,3,13,21,4.8,154.5,0.0,0.0,-39.0,1.0,1
100015,1,1982-03-14 00:00:00,1982,3,14,0,5.5,153.5,0.0,0.0,-36.0,1.0,1
100015,1,1982-03-14 03:00:00,1982,3,14,3,6.2,152.5,0.0,0.0,-33.0,1.0,1
100015,2,1982-03-14 06:00:00,1982,3,14,6,7.1,153.0,15.0,0.0,-30.0,1.0,1
100015,2,1982-03-14 09:00:00,1982,3,14,9,7.2,152.2,18.0,0.0,-27.0,1.0,1
100015,2,1982-03-14 12:00:00,1982,3,14,12,7.4,151.5,20.0,0.0,-24.0,1.0,1
100015,2,1982-03-14 15:00:00,1982,3,14,15,7.6,150.8,23.0,0.0,-21.0,1.0,1
100015,2,1982-03-14 18:00:00,1982,3,14,18,7.7,150.1,25.0,0.0,-18.0,1.0,1
100015,2,1982-03-14 21:00:00,1982,3,14,21,7.8,149.5,25.0,0.0,-15.0,1.0,1
100015,2,1982-03-15 00:00:00,1982,3,15,0,7.8,149.0,25.0,0.0,-12.0,1.0,1
100015,2,1982-03-15 03:00:00,1982,3,15,3,7.8,148.6,28.0,0.0,-9.0,1.0,1
100015,2,1982-03-15 06:00:00,1982,3,15,6,7.7,148.3,30.0,0.0,-6.0,1.0,1
100015,2,1982-03-15 09:00:00,1982,3,15,9,7.6,148.0,33.0,0.0,-3.0,1.0,1
100016,1,1982-03-15 09:00:00,1982,3,15,9,-11.3,92.4,0.0,0.0,-57.0,1.0,1
100016,2,1982-03-15 12:00:00,1982,3,15,12,-10.8,96.3,20.0,0.0,-54.0,1.0,1
100016,2,1982-03-15 15:00:00,1982,3,15,15,-11.1,96.0,23.0,0.0,-51.0,1.0,1
100016,2,1982-03-15 18:00:00,1982,3,15,18,-11.5,95.7,25.0,0.0,-48.0,1.0,1
100016,2,1982-03-15 21:00:00,1982,3,15,21,-11.9,95.4,25.0,0.0,-45.0,1.0,1
100016,2,1982-03-16 00:00:00,1982,3,16,0,-12.3,95.1,25.0,0.0,-42.0,1.0,1
100016,2,1982-03-16 03:00:00,1982,3,16,3,-12.6,94.8,25.0,0.0,-39.0,1.0,1
100016,2,1982-03-16 06:00:00,1982,3,16,6,-13.0,94.6,25.0,0.0,-36.0,1.0,1
100016,2,1982-03-16 09:00:00,1982,3,16,9,-13.5,94.4,25.0,0.0,-33.0,1.0,1
100016,2,1982-03-16 12:00:00,1982,3,16,12,-13.8,94.2,25.0,0.0,-30.0,1.0,1
100016,2,1982-03-16 15:00:00,1982,3,16,15,-13.7,94.0,25.0,0.0,-27.0,1.0,1
100016,2,1982-03-16 18:00:00,1982,3,16,18,-13.5,93.7,25.0,0.0,-24.0,1.0,1
100016,2,1982-03-16 21:00:00,1982,3,16,21,-13.3,93.4,25.0,0.0,-21.0,1.0,1
100016,2,1982-03-17 00:00:00,1982,3,17,0,-13.2,93.2,25.0,0.0,-18.0,1.0,1
100016,2,1982-03-17 03:00:00,1982,3,17,3,-13.5,93.0,25.0,0.0,-15.0,1.0,1
100016,2,1982-03-17 06:00:00,1982,3,17,6,-14.0,92.9,25.0,0.0,-12.0,1.0,1
100016,2,1982-03-17 09:00:00,1982,3,17,9,-14.4,92.8,28.0,0.0,-9.0,1.0,1
100016,2,1982-03-17 12:00:00,1982,3,17,12,-14.8,92.7,30.0,0.0,-6.0,1.0,1
100016,2,1982-03-17 15:00:00,1982,3,17,15,-15.2,92.3,33.0,0.0,-3.0,1.0,1
100017,1,1982-03-14 09:00:00,1982,3,14,9,-11.5,60.9,0.0,0.0,-57.0,1.0,1
100017,1,1982-03-14 12:00:00,1982,3,14,12,-10.9,60.2,0.0,0.0,-54.0,1.0,1
100017,1,1982-03-14 15:00:00,1982,3,14,15,-10.8,59.1,0.0,0.0,-51.0,1.0,1
100017,1,1982-03-14 18:00:00,1982,3,14,18,-10.7,58.1,0.0,0.0,-48.0,1.0,1
100017,1,1982-03-14 21:00:00,1982,3,14,21,-10.5,57.7,0.0,0.0,-45.0,1.0,1
100017,1,1982-03-15 00:00:00,1982,3,15,0,-10.4,57.2,0.0,0.0,-42.0,1.0,1
100017,1,1982-03-15 03:00:00,1982,3,15,3,-10.2,56.8,0.0,0.0,-39.0,1.0,1
100017,1,1982-03-15 06:00:00,1982,3,15,6,-10.8,56.6,0.0,0.0,-36.0,1.0,1
100017,1,1982-03-15 09:00:00,1982,3,15,9,-11.4,56.3,0.0,0.0,-33.0,1.0,1
100017,1,1982-03-15 12:00:00,1982,3,15,12,-11.6,55.6,0.0,0.0,-30.0,1.0,1
100017,1,1982-03-15 15:00:00,1982,3,15,15,-11.7,54.9,0.0,0.0,-27.0,1.0,1
100017,1,1982-03-15 18:00:00,1982,3,15,18,-12.2,54.6,0.0,0.0,-24.0,1.0,1
100017,1,1982-03-15 21:00:00,1982,3,15,21,-12.0,53.2,0.0,0.0,-21.0,1.0,1
100017,1,1982-03-16 00:00:00,1982,3,16,0,-12.1,53.4,0.0,0.0,-18.0,1.0,1
100017,1,1982-03-16 03:00:00,1982,3,16,3,-12.3,53.5,0.0,0.0,-15.0,1.0,1
100017,2,1982-03-16 06:00:00,1982,3,16,6,-12.2,54.7,25.0,0.0,-12.0,1.0,1
100017,2,1982-03-16 09:00:00,1982,3,16,9,-12.2,54.4,28.0,0.0,-9.0,1.0,1
100017,2,1982-03-16 12:00:00,1982,3,16,12,-12.2,54.2,30.0,0.0,-6.0,1.0,1
100017,2,1982-03-16 15:00:00,1982,3,16,15,-12.2,54.0,33.0,0.0,-3.0,1.0,1
100018,2,1982-03-18 06:00:00,1982,3,18,6,3.8,160.7,25.0,0.0,-15.0,1.0,1
100018,2,1982-03-18 09:00:00,1982,3,18,9,4.2,159.7,25.0,0.0,-12.0,1.0,1
100018,2,1982-03-18 12:00:00,1982,3,18,12,4.5,158.8,25.0,0.0,-9.0,1.0,1
100018,2,1982-03-18 15:00:00,1982,3,18,15,4.7,157.9,28.0,0.0,-6.0,1.0,1
100018,2,1982-03-18 18:00:00,1982,3,18,18,4.9,157.1,30.0,0.0,-3.0,1.0,1
100019,2,1982-03-28 06:00:00,1982,3,28,6,3.5,156.6,20.0,0.0,-24.0,1.0,1
100019,2,1982-03-28 09:00:00,1982,3,28,9,3.9,156.3,23.0,0.0,-21.0,1.0,1
100019,2,1982-03-28 12:00:00,1982,3,28,12,4.3,156.1,25.0,0.0,-18.0,1.0,1
100019,2,1982-03-28 15:00:00,1982,3,28,15,4.7,156.0,28.0,0.0,-15.0,1.0,1
100019,2,1982-03-28 18:00:00,1982,3,28,18,5.1,155.9,30.0,0.0,-12.0,1.0,1
100019,2,1982-03-28 21:00:00,1982,3,28,21,5.5,155.8,30.0,0.0,-9.0,1.0,1
100019,2,1982-03-29 00:00:00,1982,3,29,0,6.0,155.8,30.0,0.0,-6.0,1.0,1
100019,2,1982-03-29 03:00:00,1982,3,29,3,6.4,155.8,33.0,0.0,-3.0,1.0,1
100020,1,1982-03-30 03:00:00,1982,3,30,3,-7.1,161.0,0.0,0.0,-75.0,1.0,1
100020,1,1982-03-30 06:00:00,1982,3,30,6,-6.5,160.8,0.0,0.0,-72.0,1.0,1
100020,1,1982-03-30 09:00:00,1982,3,30,9,-5.8,160.6,0.0,0.0,-69.0,1.0,1
100020,1,1982-03-30 12:00:00,1982,3,30,12,-5.2,160.4,0.0,0.0,-66.0,1.0,1
100020,1,1982-03-30 15:00:00,1982,3,30,15,-5.1,161.1,0.0,0.0,-63.0,1.0,1
100020,1,1982-03-30 18:00:00,1982,3,30,18,-5.0,161.9,0.0,0.0,-60.0,1.0,1
100020,1,1982-03-30 21:00:00,1982,3,30,21,-4.9,162.6,0.0,0.0,-57.0,1.0,1
100020,1,1982-03-31 00:00:00,1982,3,31,0,-4.8,163.3,0.0,0.0,-54.0,1.0,1
100020,1,1982-03-31 03:00:00,1982,3,31,3,-1.4,163.1,0.0,0.0,-51.0,1.0,1
100020,1,1982-03-31 06:00:00,1982,3,31,6,-2.1,162.3,0.0,0.0,-48.0,1.0,1
100020,1,1982-03-31 09:00:00,1982,3,31,9,-2.5,162.2,0.0,0.0,-45.0,1.0,1
100020,1,1982-03-31 12:00:00,1982,3,31,12,-2.5,161.6,0.0,0.0,-42.0,1.0,1
100020,1,1982-03-31 15:00:00,1982,3,31,15,-2.4,160.9,0.0,0.0,-39.0,1.0,1
100020,2,1982-03-31 18:00:00,1982,3,31,18,-3.2,159.2,20.0,0.0,-36.0,1.0,1
100020,2,1982-03-31 21:00:00,1982,3,31,21,-3.8,158.8,20.0,0.0,-33.0,1.0,1
100020,2,1982-04-01 00:00:00,1982,4,1,0,-4.3,158.4,20.0,0.0,-30.0,1.0,1
100020,2,1982-04-01 03:00:00,1982,4,1,3,-4.8,158.1,23.0,0.0,-27.0,1.0,1
100020,2,1982-04-01 06:00:00,1982,4,1,6,-5.3,158.0,25.0,0.0,-24.0,1.0,1
100020,2,1982-04-01 09:00:00,1982,4,1,9,-5.8,158.0,25.0,0.0,-21.0,1.0,1
100020,2,1982-04-01 12:00:00,1982,4,1,12,-6.3,158.1,25.0,0.0,-18.0,1.0,1
100020,2,1982-04-01 15:00:00,1982,4,1,15,-6.8,158.1,28.0,0.0,-15.0,1.0,1
100020,2,1982-04-01 18:00:00,1982,4,1,18,-7.3,158.2,30.0,0.0,-12.0,1.0,1
100020,2,1982-04-01 21:00:00,1982,4,1,21,-7.8,158.3,30.0,0.0,-9.0,1.0,1
100020,2,1982-04-02 00:00:00,1982,4,2,0,-8.3,158.4,30.0,0.0,-6.0,1.0,1
100020,2,1982-04-02 03:00:00,1982,4,2,3,-8.7,158.5,33.0,0.0,-3.0,1.0,1
100021,1,1982-04-03 09:00:00,1982,4,3,9,-15.1,141.5,0.0,0.0,-39.0,1.0,1
100021,1,1982-04-03 12:00:00,1982,4,3,12,-14.3,140.4,0.0,0.0,-36.0,1.0,1
100021,1,1982-04-03 15:00:00,1982,4,3,15,-14.3,138.9,0.0,0.0,-33.0,1.0,1
100021,1,1982-04-03 18:00:00,1982,4,3,18,-13.9,138.1,0.0,0.0,-30.0,1.0,1
100021,1,1982-04-03 21:00:00,1982,4,3,21,-14.6,137.3,0.0,0.0,-27.0,1.0,1
100021,1,1982-04-04 00:00:00,1982,4,4,0,-14.1,138.1,0.0,0.0,-24.0,1.0,1
100021,1,1982-04-04 03:00:00,1982,4,4,3,-13.7,137.7,0.0,0.0,-21.0,1.0,1
100021,1,1982-04-04 06:00:00,1982,4,4,6,-14.3,137.7,0.0,0.0,-18.0,1.0,1
100021,1,1982-04-04 09:00:00,1982,4,4,9,-12.6,138.0,0.0,0.0,-15.0,1.0,1
100021,2,1982-04-04 12:00:00,1982,4,4,12,-11.3,138.3,25.0,0.0,-12.0,1.0,1
100021,2,1982-04-04 15:00:00,1982,4,4,15,-11.2,138.5,28.0,0.0,-9.0,1.0,1
100021,2,1982-04-04 18:00:00,1982,4,4,18,-11.1,138.6,30.0,0.0,-6.0,1.0,1
100021,2,1982-04-04 21:00:00,1982,4,4,21,-11.0,138.7,33.0,0.0,-3.0,1.0,1
100022,2,1982-04-23 06:00:00,1982,4,23,6,-6.2,85.4,20.0,0.0,-42.0,1.0,1
100022,2,1982-04-23 09:00:00,1982,4,23,9,-6.3,84.9,23.0,0.0,-39.0,1.0,1
100022,2,1982-04-23 12:00:00,1982,4,23,12,-6.4,84.4,25.0,0.0,-36.0,1.0,1
100022,2,1982-04-23 15:00:00,1982,4,23,15,-6.5,83.9,25.0,0.0,-33.0,1.0,1
100022,2,1982-04-23 18:00:00,1982,4,23,18,-6.7,83.3,25.0,0.0,-30.0,1.0,1
100022,2,1982-04-23 21:00:00,1982,4,23,21,-6.9,82.7,25.0,0.0,-27.0,1.0,1
100022,2,1982-04-24 00:00:00,1982,4,24,0,-7.0,82.1,25.0,0.0,-24.0,1.0,1
100022,2,1982-04-24 03:00:00,1982,4,24,3,-7.2,81.6,25.0,0.0,-21.0,1.0,1
100022,2,1982-04-24 06:00:00,1982,4,24,6,-7.3,81.1,25.0,0.0,-18.0,1.0,1
100022,2,1982-04-24 09:00:00,1982,4,24,9,-7.4,80.7,25.0,0.0,-15.0,1.0,1
100022,2,1982-04-24 12:00:00,1982,4,24,12,-7.5,80.4,25.0,0.0,-12.0,1.0,1
100022,2,1982-04-24 15:00:00,1982,4,24,15,-7.6,80.0,28.0,0.0,-9.0,1.0,1
100022,2,1982-04-24 18:00:00,1982,4,24,18,-7.7,79.6,30.0,0.0,-6.0,1.0,1
100022,2,1982-04-24 21:00:00,1982,4,24,21,-7.7,79.2,33.0,0.0,-3.0,1.0,1
100023,2,1982-04-30 06:00:00,1982,4,30,6,11.8,82.4,20.0,0.0,-30.0,1.0,1
100023,2,1982-04-30 09:00:00,1982,4,30,9,12.2,82.2,23.0,0.0,-27.0,1.0,1
100023,2,1982-04-30 12:00:00,1982,4,30,12,12.5,82.1,25.0,0.0,-24.0,1.0,1
100023,2,1982-04-30 15:00:00,1982,4,30,15,12.8,82.1,25.0,0.0,-21.0,1.0,1
